,atlas,classifier,compcor_10,compute_confounds,confounds,connectome_regress,dataset,dimensionality,iter_shuffle_split,measure,motion_regress,n_regions,scores,scoring,smoothing_fwhm
0,ica,svc_l1,yes,no,yes,no,adnidod,40,0,correlation,no,90,[ 0.70947368],roc_auc,6.0
1,ica,svc_l2,yes,no,yes,no,adnidod,40,0,correlation,no,90,[ 0.62947368],roc_auc,6.0
2,ica,ridge,yes,no,yes,no,adnidod,40,0,correlation,no,90,[ 0.61473684],roc_auc,6.0
3,ica,svc_l1,yes,no,yes,no,adnidod,40,0,partial correlation,no,90,[ 0.64421053],roc_auc,6.0
4,ica,svc_l2,yes,no,yes,no,adnidod,40,0,partial correlation,no,90,[ 0.66105263],roc_auc,6.0
5,ica,ridge,yes,no,yes,no,adnidod,40,0,partial correlation,no,90,[ 0.65894737],roc_auc,6.0
6,ica,svc_l1,yes,no,yes,no,adnidod,40,0,tangent,no,90,[ 0.64631579],roc_auc,6.0
7,ica,svc_l2,yes,no,yes,no,adnidod,40,0,tangent,no,90,[ 0.64421053],roc_auc,6.0
8,ica,ridge,yes,no,yes,no,adnidod,40,0,tangent,no,90,[ 0.64421053],roc_auc,6.0
9,ica,svc_l1,yes,no,yes,no,adnidod,40,1,correlation,no,98,[ 0.61554622],roc_auc,6.0
10,ica,svc_l2,yes,no,yes,no,adnidod,40,1,correlation,no,98,[ 0.5],roc_auc,6.0
11,ica,ridge,yes,no,yes,no,adnidod,40,1,correlation,no,98,[ 0.49579832],roc_auc,6.0
12,ica,svc_l1,yes,no,yes,no,adnidod,40,1,partial correlation,no,98,[ 0.53151261],roc_auc,6.0
13,ica,svc_l2,yes,no,yes,no,adnidod,40,1,partial correlation,no,98,[ 0.56932773],roc_auc,6.0
14,ica,ridge,yes,no,yes,no,adnidod,40,1,partial correlation,no,98,[ 0.56722689],roc_auc,6.0
15,ica,svc_l1,yes,no,yes,no,adnidod,40,1,tangent,no,98,[ 0.48109244],roc_auc,6.0
16,ica,svc_l2,yes,no,yes,no,adnidod,40,1,tangent,no,98,[ 0.5105042],roc_auc,6.0
17,ica,ridge,yes,no,yes,no,adnidod,40,1,tangent,no,98,[ 0.50840336],roc_auc,6.0
18,ica,svc_l1,yes,no,yes,no,adnidod,40,2,correlation,no,89,[ 0.56390977],roc_auc,6.0
19,ica,svc_l2,yes,no,yes,no,adnidod,40,2,correlation,no,89,[ 0.50626566],roc_auc,6.0
20,ica,ridge,yes,no,yes,no,adnidod,40,2,correlation,no,89,[ 0.5037594],roc_auc,6.0
21,ica,svc_l1,yes,no,yes,no,adnidod,40,2,partial correlation,no,89,[ 0.56390977],roc_auc,6.0
22,ica,svc_l2,yes,no,yes,no,adnidod,40,2,partial correlation,no,89,[ 0.59899749],roc_auc,6.0
23,ica,ridge,yes,no,yes,no,adnidod,40,2,partial correlation,no,89,[ 0.59899749],roc_auc,6.0
24,ica,svc_l1,yes,no,yes,no,adnidod,40,2,tangent,no,89,[ 0.68922306],roc_auc,6.0
25,ica,svc_l2,yes,no,yes,no,adnidod,40,2,tangent,no,89,[ 0.63659148],roc_auc,6.0
26,ica,ridge,yes,no,yes,no,adnidod,40,2,tangent,no,89,[ 0.64160401],roc_auc,6.0
27,ica,svc_l1,yes,no,yes,no,adnidod,40,3,correlation,no,99,[ 0.51020408],roc_auc,6.0
28,ica,svc_l2,yes,no,yes,no,adnidod,40,3,correlation,no,99,[ 0.6122449],roc_auc,6.0
29,ica,ridge,yes,no,yes,no,adnidod,40,3,correlation,no,99,[ 0.60544218],roc_auc,6.0
30,ica,svc_l1,yes,no,yes,no,adnidod,40,3,partial correlation,no,99,[ 0.54421769],roc_auc,6.0
31,ica,svc_l2,yes,no,yes,no,adnidod,40,3,partial correlation,no,99,[ 0.56235828],roc_auc,6.0
32,ica,ridge,yes,no,yes,no,adnidod,40,3,partial correlation,no,99,[ 0.56235828],roc_auc,6.0
33,ica,svc_l1,yes,no,yes,no,adnidod,40,3,tangent,no,99,[ 0.57142857],roc_auc,6.0
34,ica,svc_l2,yes,no,yes,no,adnidod,40,3,tangent,no,99,[ 0.62585034],roc_auc,6.0
35,ica,ridge,yes,no,yes,no,adnidod,40,3,tangent,no,99,[ 0.63038549],roc_auc,6.0
36,ica,svc_l1,yes,no,yes,no,adnidod,40,4,correlation,no,87,[ 0.72235294],roc_auc,6.0
37,ica,svc_l2,yes,no,yes,no,adnidod,40,4,correlation,no,87,[ 0.56235294],roc_auc,6.0
38,ica,ridge,yes,no,yes,no,adnidod,40,4,correlation,no,87,[ 0.55294118],roc_auc,6.0
39,ica,svc_l1,yes,no,yes,no,adnidod,40,4,partial correlation,no,87,[ 0.6],roc_auc,6.0
40,ica,svc_l2,yes,no,yes,no,adnidod,40,4,partial correlation,no,87,[ 0.64705882],roc_auc,6.0
41,ica,ridge,yes,no,yes,no,adnidod,40,4,partial correlation,no,87,[ 0.64705882],roc_auc,6.0
42,ica,svc_l1,yes,no,yes,no,adnidod,40,4,tangent,no,87,[ 0.66588235],roc_auc,6.0
43,ica,svc_l2,yes,no,yes,no,adnidod,40,4,tangent,no,87,[ 0.62117647],roc_auc,6.0
44,ica,ridge,yes,no,yes,no,adnidod,40,4,tangent,no,87,[ 0.62117647],roc_auc,6.0
45,ica,svc_l1,yes,no,yes,no,adnidod,40,5,correlation,no,91,[ 0.69856459],roc_auc,6.0
46,ica,svc_l2,yes,no,yes,no,adnidod,40,5,correlation,no,91,[ 0.66028708],roc_auc,6.0
47,ica,ridge,yes,no,yes,no,adnidod,40,5,correlation,no,91,[ 0.6291866],roc_auc,6.0
48,ica,svc_l1,yes,no,yes,no,adnidod,40,5,partial correlation,no,91,[ 0.5430622],roc_auc,6.0
49,ica,svc_l2,yes,no,yes,no,adnidod,40,5,partial correlation,no,91,[ 0.6937799],roc_auc,6.0
50,ica,ridge,yes,no,yes,no,adnidod,40,5,partial correlation,no,91,[ 0.69138756],roc_auc,6.0
51,ica,svc_l1,yes,no,yes,no,adnidod,40,5,tangent,no,91,[ 0.79665072],roc_auc,6.0
52,ica,svc_l2,yes,no,yes,no,adnidod,40,5,tangent,no,91,[ 0.66985646],roc_auc,6.0
53,ica,ridge,yes,no,yes,no,adnidod,40,5,tangent,no,91,[ 0.6722488],roc_auc,6.0
54,ica,svc_l1,yes,no,yes,no,adnidod,40,6,correlation,no,94,[ 0.66381766],roc_auc,6.0
55,ica,svc_l2,yes,no,yes,no,adnidod,40,6,correlation,no,94,[ 0.67521368],roc_auc,6.0
56,ica,ridge,yes,no,yes,no,adnidod,40,6,correlation,no,94,[ 0.68091168],roc_auc,6.0
57,ica,svc_l1,yes,no,yes,no,adnidod,40,6,partial correlation,no,94,[ 0.45868946],roc_auc,6.0
58,ica,svc_l2,yes,no,yes,no,adnidod,40,6,partial correlation,no,94,[ 0.62108262],roc_auc,6.0
59,ica,ridge,yes,no,yes,no,adnidod,40,6,partial correlation,no,94,[ 0.63247863],roc_auc,6.0
60,ica,svc_l1,yes,no,yes,no,adnidod,40,6,tangent,no,94,[ 0.4957265],roc_auc,6.0
61,ica,svc_l2,yes,no,yes,no,adnidod,40,6,tangent,no,94,[ 0.65242165],roc_auc,6.0
62,ica,ridge,yes,no,yes,no,adnidod,40,6,tangent,no,94,[ 0.65242165],roc_auc,6.0
63,ica,svc_l1,yes,no,yes,no,adnidod,40,7,correlation,no,86,[ 0.66908213],roc_auc,6.0
64,ica,svc_l2,yes,no,yes,no,adnidod,40,7,correlation,no,86,[ 0.57246377],roc_auc,6.0
65,ica,ridge,yes,no,yes,no,adnidod,40,7,correlation,no,86,[ 0.57246377],roc_auc,6.0
66,ica,svc_l1,yes,no,yes,no,adnidod,40,7,partial correlation,no,86,[ 0.63043478],roc_auc,6.0
67,ica,svc_l2,yes,no,yes,no,adnidod,40,7,partial correlation,no,86,[ 0.71497585],roc_auc,6.0
68,ica,ridge,yes,no,yes,no,adnidod,40,7,partial correlation,no,86,[ 0.71980676],roc_auc,6.0
69,ica,svc_l1,yes,no,yes,no,adnidod,40,7,tangent,no,86,[ 0.59903382],roc_auc,6.0
70,ica,svc_l2,yes,no,yes,no,adnidod,40,7,tangent,no,86,[ 0.72222222],roc_auc,6.0
71,ica,ridge,yes,no,yes,no,adnidod,40,7,tangent,no,86,[ 0.72463768],roc_auc,6.0
72,ica,svc_l1,yes,no,yes,no,adnidod,40,8,correlation,no,91,[ 0.70588235],roc_auc,6.0
73,ica,svc_l2,yes,no,yes,no,adnidod,40,8,correlation,no,91,[ 0.74509804],roc_auc,6.0
74,ica,ridge,yes,no,yes,no,adnidod,40,8,correlation,no,91,[ 0.74509804],roc_auc,6.0
75,ica,svc_l1,yes,no,yes,no,adnidod,40,8,partial correlation,no,91,[ 0.34422658],roc_auc,6.0
76,ica,svc_l2,yes,no,yes,no,adnidod,40,8,partial correlation,no,91,[ 0.74945534],roc_auc,6.0
77,ica,ridge,yes,no,yes,no,adnidod,40,8,partial correlation,no,91,[ 0.74945534],roc_auc,6.0
78,ica,svc_l1,yes,no,yes,no,adnidod,40,8,tangent,no,91,[ 0.54684096],roc_auc,6.0
79,ica,svc_l2,yes,no,yes,no,adnidod,40,8,tangent,no,91,[ 0.70152505],roc_auc,6.0
80,ica,ridge,yes,no,yes,no,adnidod,40,8,tangent,no,91,[ 0.69934641],roc_auc,6.0
81,ica,svc_l1,yes,no,yes,no,adnidod,40,9,correlation,no,91,[ 0.55639098],roc_auc,6.0
82,ica,svc_l2,yes,no,yes,no,adnidod,40,9,correlation,no,91,[ 0.52067669],roc_auc,6.0
83,ica,ridge,yes,no,yes,no,adnidod,40,9,correlation,no,91,[ 0.51691729],roc_auc,6.0
84,ica,svc_l1,yes,no,yes,no,adnidod,40,9,partial correlation,no,91,[ 0.51879699],roc_auc,6.0
85,ica,svc_l2,yes,no,yes,no,adnidod,40,9,partial correlation,no,91,[ 0.59210526],roc_auc,6.0
86,ica,ridge,yes,no,yes,no,adnidod,40,9,partial correlation,no,91,[ 0.59210526],roc_auc,6.0
87,ica,svc_l1,yes,no,yes,no,adnidod,40,9,tangent,no,91,[ 0.66541353],roc_auc,6.0
88,ica,svc_l2,yes,no,yes,no,adnidod,40,9,tangent,no,91,[ 0.59398496],roc_auc,6.0
89,ica,ridge,yes,no,yes,no,adnidod,40,9,tangent,no,91,[ 0.59962406],roc_auc,6.0
90,ica,svc_l1,yes,no,yes,no,adnidod,40,10,correlation,no,103,[ 0.59133127],roc_auc,6.0
91,ica,svc_l2,yes,no,yes,no,adnidod,40,10,correlation,no,103,[ 0.47678019],roc_auc,6.0
92,ica,ridge,yes,no,yes,no,adnidod,40,10,correlation,no,103,[ 0.50773994],roc_auc,6.0
93,ica,svc_l1,yes,no,yes,no,adnidod,40,10,partial correlation,no,103,[ 0.45201238],roc_auc,6.0
94,ica,svc_l2,yes,no,yes,no,adnidod,40,10,partial correlation,no,103,[ 0.57894737],roc_auc,6.0
95,ica,ridge,yes,no,yes,no,adnidod,40,10,partial correlation,no,103,[ 0.58204334],roc_auc,6.0
96,ica,svc_l1,yes,no,yes,no,adnidod,40,10,tangent,no,103,[ 0.6130031],roc_auc,6.0
97,ica,svc_l2,yes,no,yes,no,adnidod,40,10,tangent,no,103,[ 0.69349845],roc_auc,6.0
98,ica,ridge,yes,no,yes,no,adnidod,40,10,tangent,no,103,[ 0.6996904],roc_auc,6.0
99,ica,svc_l1,yes,no,yes,no,adnidod,40,11,correlation,no,89,[ 0.5952381],roc_auc,6.0
100,ica,svc_l2,yes,no,yes,no,adnidod,40,11,correlation,no,89,[ 0.51948052],roc_auc,6.0
101,ica,ridge,yes,no,yes,no,adnidod,40,11,correlation,no,89,[ 0.50649351],roc_auc,6.0
102,ica,svc_l1,yes,no,yes,no,adnidod,40,11,partial correlation,no,89,[ 0.62121212],roc_auc,6.0
103,ica,svc_l2,yes,no,yes,no,adnidod,40,11,partial correlation,no,89,[ 0.72943723],roc_auc,6.0
104,ica,ridge,yes,no,yes,no,adnidod,40,11,partial correlation,no,89,[ 0.72510823],roc_auc,6.0
105,ica,svc_l1,yes,no,yes,no,adnidod,40,11,tangent,no,89,[ 0.67532468],roc_auc,6.0
106,ica,svc_l2,yes,no,yes,no,adnidod,40,11,tangent,no,89,[ 0.67965368],roc_auc,6.0
107,ica,ridge,yes,no,yes,no,adnidod,40,11,tangent,no,89,[ 0.67965368],roc_auc,6.0
108,ica,svc_l1,yes,no,yes,no,adnidod,40,12,correlation,no,94,[ 0.505],roc_auc,6.0
109,ica,svc_l2,yes,no,yes,no,adnidod,40,12,correlation,no,94,[ 0.48],roc_auc,6.0
110,ica,ridge,yes,no,yes,no,adnidod,40,12,correlation,no,94,[ 0.48],roc_auc,6.0
111,ica,svc_l1,yes,no,yes,no,adnidod,40,12,partial correlation,no,94,[ 0.665],roc_auc,6.0
112,ica,svc_l2,yes,no,yes,no,adnidod,40,12,partial correlation,no,94,[ 0.6275],roc_auc,6.0
113,ica,ridge,yes,no,yes,no,adnidod,40,12,partial correlation,no,94,[ 0.63],roc_auc,6.0
114,ica,svc_l1,yes,no,yes,no,adnidod,40,12,tangent,no,94,[ 0.6275],roc_auc,6.0
115,ica,svc_l2,yes,no,yes,no,adnidod,40,12,tangent,no,94,[ 0.6],roc_auc,6.0
116,ica,ridge,yes,no,yes,no,adnidod,40,12,tangent,no,94,[ 0.6025],roc_auc,6.0
117,ica,svc_l1,yes,no,yes,no,adnidod,40,13,correlation,no,93,[ 0.72463768],roc_auc,6.0
118,ica,svc_l2,yes,no,yes,no,adnidod,40,13,correlation,no,93,[ 0.68599034],roc_auc,6.0
119,ica,ridge,yes,no,yes,no,adnidod,40,13,correlation,no,93,[ 0.70289855],roc_auc,6.0
120,ica,svc_l1,yes,no,yes,no,adnidod,40,13,partial correlation,no,93,[ 0.57246377],roc_auc,6.0
121,ica,svc_l2,yes,no,yes,no,adnidod,40,13,partial correlation,no,93,[ 0.74637681],roc_auc,6.0
122,ica,ridge,yes,no,yes,no,adnidod,40,13,partial correlation,no,93,[ 0.74396135],roc_auc,6.0
123,ica,svc_l1,yes,no,yes,no,adnidod,40,13,tangent,no,93,[ 0.71497585],roc_auc,6.0
124,ica,svc_l2,yes,no,yes,no,adnidod,40,13,tangent,no,93,[ 0.71980676],roc_auc,6.0
125,ica,ridge,yes,no,yes,no,adnidod,40,13,tangent,no,93,[ 0.7173913],roc_auc,6.0
126,ica,svc_l1,yes,no,yes,no,adnidod,40,14,correlation,no,92,[ 0.61892583],roc_auc,6.0
127,ica,svc_l2,yes,no,yes,no,adnidod,40,14,correlation,no,92,[ 0.44501279],roc_auc,6.0
128,ica,ridge,yes,no,yes,no,adnidod,40,14,correlation,no,92,[ 0.42455243],roc_auc,6.0
129,ica,svc_l1,yes,no,yes,no,adnidod,40,14,partial correlation,no,92,[ 0.48337596],roc_auc,6.0
130,ica,svc_l2,yes,no,yes,no,adnidod,40,14,partial correlation,no,92,[ 0.55498721],roc_auc,6.0
131,ica,ridge,yes,no,yes,no,adnidod,40,14,partial correlation,no,92,[ 0.55242967],roc_auc,6.0
132,ica,svc_l1,yes,no,yes,no,adnidod,40,14,tangent,no,92,[ 0.49872123],roc_auc,6.0
133,ica,svc_l2,yes,no,yes,no,adnidod,40,14,tangent,no,92,[ 0.57289003],roc_auc,6.0
134,ica,ridge,yes,no,yes,no,adnidod,40,14,tangent,no,92,[ 0.56777494],roc_auc,6.0
135,ica,svc_l1,yes,no,yes,no,adnidod,40,15,correlation,no,89,[ 0.53174603],roc_auc,6.0
136,ica,svc_l2,yes,no,yes,no,adnidod,40,15,correlation,no,89,[ 0.51785714],roc_auc,6.0
