,atlas,classifier,compcor_10,compute_confounds,confounds,connectome_regress,dataset,dimensionality,iter_shuffle_split,measure,motion_regress,n_regions,scores,scoring,smoothing_fwhm
0,ica,svc_l1,yes,no,yes,no,adnidod,100,0,correlation,no,153,[ 0.59157895],roc_auc,6.0
1,ica,svc_l2,yes,no,yes,no,adnidod,100,0,correlation,no,153,[ 0.65052632],roc_auc,6.0
2,ica,ridge,yes,no,yes,no,adnidod,100,0,correlation,no,153,[ 0.64842105],roc_auc,6.0
3,ica,svc_l1,yes,no,yes,no,adnidod,100,0,partial correlation,no,153,[ 0.62947368],roc_auc,6.0
4,ica,svc_l2,yes,no,yes,no,adnidod,100,0,partial correlation,no,153,[ 0.67368421],roc_auc,6.0
5,ica,ridge,yes,no,yes,no,adnidod,100,0,partial correlation,no,153,[ 0.67157895],roc_auc,6.0
6,ica,svc_l1,yes,no,yes,no,adnidod,100,0,tangent,no,153,[ 0.51368421],roc_auc,6.0
7,ica,svc_l2,yes,no,yes,no,adnidod,100,0,tangent,no,153,[ 0.68631579],roc_auc,6.0
8,ica,ridge,yes,no,yes,no,adnidod,100,0,tangent,no,153,[ 0.68421053],roc_auc,6.0
9,ica,svc_l1,yes,no,yes,no,adnidod,100,1,correlation,no,163,[ 0.4789916],roc_auc,6.0
10,ica,svc_l2,yes,no,yes,no,adnidod,100,1,correlation,no,163,[ 0.53781513],roc_auc,6.0
11,ica,ridge,yes,no,yes,no,adnidod,100,1,correlation,no,163,[ 0.54201681],roc_auc,6.0
12,ica,svc_l1,yes,no,yes,no,adnidod,100,1,partial correlation,no,163,[ 0.48529412],roc_auc,6.0
13,ica,svc_l2,yes,no,yes,no,adnidod,100,1,partial correlation,no,163,[ 0.3487395],roc_auc,6.0
14,ica,ridge,yes,no,yes,no,adnidod,100,1,partial correlation,no,163,[ 0.34663866],roc_auc,6.0
15,ica,svc_l1,yes,no,yes,no,adnidod,100,1,tangent,no,163,[ 0.45588235],roc_auc,6.0
16,ica,svc_l2,yes,no,yes,no,adnidod,100,1,tangent,no,163,[ 0.38655462],roc_auc,6.0
17,ica,ridge,yes,no,yes,no,adnidod,100,1,tangent,no,163,[ 0.3907563],roc_auc,6.0
18,ica,svc_l1,yes,no,yes,no,adnidod,100,2,correlation,no,153,[ 0.58897243],roc_auc,6.0
19,ica,svc_l2,yes,no,yes,no,adnidod,100,2,correlation,no,153,[ 0.61904762],roc_auc,6.0
20,ica,ridge,yes,no,yes,no,adnidod,100,2,correlation,no,153,[ 0.61152882],roc_auc,6.0
21,ica,svc_l1,yes,no,yes,no,adnidod,100,2,partial correlation,no,153,[ 0.76190476],roc_auc,6.0
22,ica,svc_l2,yes,no,yes,no,adnidod,100,2,partial correlation,no,153,[ 0.70927318],roc_auc,6.0
23,ica,ridge,yes,no,yes,no,adnidod,100,2,partial correlation,no,153,[ 0.71177945],roc_auc,6.0
24,ica,svc_l1,yes,no,yes,no,adnidod,100,2,tangent,no,153,[ 0.7443609],roc_auc,6.0
25,ica,svc_l2,yes,no,yes,no,adnidod,100,2,tangent,no,153,[ 0.71679198],roc_auc,6.0
26,ica,ridge,yes,no,yes,no,adnidod,100,2,tangent,no,153,[ 0.72431078],roc_auc,6.0
27,ica,svc_l1,yes,no,yes,no,adnidod,100,3,correlation,no,157,[ 0.48526077],roc_auc,6.0
28,ica,svc_l2,yes,no,yes,no,adnidod,100,3,correlation,no,157,[ 0.53061224],roc_auc,6.0
29,ica,ridge,yes,no,yes,no,adnidod,100,3,correlation,no,157,[ 0.50793651],roc_auc,6.0
30,ica,svc_l1,yes,no,yes,no,adnidod,100,3,partial correlation,no,157,[ 0.51247166],roc_auc,6.0
31,ica,svc_l2,yes,no,yes,no,adnidod,100,3,partial correlation,no,157,[ 0.6984127],roc_auc,6.0
32,ica,ridge,yes,no,yes,no,adnidod,100,3,partial correlation,no,157,[ 0.6984127],roc_auc,6.0
33,ica,svc_l1,yes,no,yes,no,adnidod,100,3,tangent,no,157,[ 0.57142857],roc_auc,6.0
34,ica,svc_l2,yes,no,yes,no,adnidod,100,3,tangent,no,157,[ 0.6553288],roc_auc,6.0
