,atlas,classifier,compcor_10,compute_confounds,confounds,connectome_regress,dataset,dimensionality,iter_shuffle_split,measure,motion_regress,n_regions,scores,scoring,smoothing_fwhm
0,ward,svc_l1,yes,no,yes,no,adnidod,80,0,correlation,no,120,[ 0.68421053],roc_auc,6.0
1,ward,svc_l2,yes,no,yes,no,adnidod,80,0,correlation,no,120,[ 0.68421053],roc_auc,6.0
2,ward,ridge,yes,no,yes,no,adnidod,80,0,correlation,no,120,[ 0.66736842],roc_auc,6.0
3,ward,svc_l1,yes,no,yes,no,adnidod,80,0,partial correlation,no,120,[ 0.62736842],roc_auc,6.0
4,ward,svc_l2,yes,no,yes,no,adnidod,80,0,partial correlation,no,120,[ 0.71578947],roc_auc,6.0
5,ward,ridge,yes,no,yes,no,adnidod,80,0,partial correlation,no,120,[ 0.71789474],roc_auc,6.0
6,ward,svc_l1,yes,no,yes,no,adnidod,80,0,tangent,no,120,[ 0.65684211],roc_auc,6.0
7,ward,svc_l2,yes,no,yes,no,adnidod,80,0,tangent,no,120,[ 0.68210526],roc_auc,6.0
8,ward,ridge,yes,no,yes,no,adnidod,80,0,tangent,no,120,[ 0.68210526],roc_auc,6.0
9,ward,svc_l1,yes,no,yes,no,adnidod,80,1,correlation,no,120,[ 0.44117647],roc_auc,6.0
10,ward,svc_l2,yes,no,yes,no,adnidod,80,1,correlation,no,120,[ 0.45588235],roc_auc,6.0
11,ward,ridge,yes,no,yes,no,adnidod,80,1,correlation,no,120,[ 0.46848739],roc_auc,6.0
12,ward,svc_l1,yes,no,yes,no,adnidod,80,1,partial correlation,no,120,[ 0.48319328],roc_auc,6.0
13,ward,svc_l2,yes,no,yes,no,adnidod,80,1,partial correlation,no,120,[ 0.40966387],roc_auc,6.0
14,ward,ridge,yes,no,yes,no,adnidod,80,1,partial correlation,no,120,[ 0.40756303],roc_auc,6.0
15,ward,svc_l1,yes,no,yes,no,adnidod,80,1,tangent,no,120,[ 0.56722689],roc_auc,6.0
16,ward,svc_l2,yes,no,yes,no,adnidod,80,1,tangent,no,120,[ 0.42436975],roc_auc,6.0
17,ward,ridge,yes,no,yes,no,adnidod,80,1,tangent,no,120,[ 0.42226891],roc_auc,6.0
18,ward,svc_l1,yes,no,yes,no,adnidod,80,2,correlation,no,120,[ 0.60651629],roc_auc,6.0
19,ward,svc_l2,yes,no,yes,no,adnidod,80,2,correlation,no,120,[ 0.59649123],roc_auc,6.0
20,ward,ridge,yes,no,yes,no,adnidod,80,2,correlation,no,120,[ 0.5839599],roc_auc,6.0
21,ward,svc_l1,yes,no,yes,no,adnidod,80,2,partial correlation,no,120,[ 0.53132832],roc_auc,6.0
22,ward,svc_l2,yes,no,yes,no,adnidod,80,2,partial correlation,no,120,[ 0.73182957],roc_auc,6.0
23,ward,ridge,yes,no,yes,no,adnidod,80,2,partial correlation,no,120,[ 0.73433584],roc_auc,6.0
24,ward,svc_l1,yes,no,yes,no,adnidod,80,2,tangent,no,120,[ 0.71177945],roc_auc,6.0
25,ward,svc_l2,yes,no,yes,no,adnidod,80,2,tangent,no,120,[ 0.67418546],roc_auc,6.0
26,ward,ridge,yes,no,yes,no,adnidod,80,2,tangent,no,120,[ 0.67669173],roc_auc,6.0
27,ward,svc_l1,yes,no,yes,no,adnidod,80,3,correlation,no,120,[ 0.64852608],roc_auc,6.0
28,ward,svc_l2,yes,no,yes,no,adnidod,80,3,correlation,no,120,[ 0.73469388],roc_auc,6.0
