,atlas,classifier,compcor_10,compute_confounds,confounds,connectome_regress,dataset,dimensionality,iter_shuffle_split,measure,motion_regress,n_regions,scores,scoring,smoothing_fwhm
0,kmeans,svc_l1,yes,no,yes,no,adnidod,60,0,correlation,no,120,[ 0.67578947],roc_auc,6.0
1,kmeans,svc_l2,yes,no,yes,no,adnidod,60,0,correlation,no,120,[ 0.68210526],roc_auc,6.0
2,kmeans,ridge,yes,no,yes,no,adnidod,60,0,correlation,no,120,[ 0.66736842],roc_auc,6.0
3,kmeans,svc_l1,yes,no,yes,no,adnidod,60,0,partial correlation,no,120,[ 0.68],roc_auc,6.0
4,kmeans,svc_l2,yes,no,yes,no,adnidod,60,0,partial correlation,no,120,[ 0.65052632],roc_auc,6.0
5,kmeans,ridge,yes,no,yes,no,adnidod,60,0,partial correlation,no,120,[ 0.65052632],roc_auc,6.0
6,kmeans,svc_l1,yes,no,yes,no,adnidod,60,0,tangent,no,120,[ 0.68631579],roc_auc,6.0
7,kmeans,svc_l2,yes,no,yes,no,adnidod,60,0,tangent,no,120,[ 0.62315789],roc_auc,6.0
8,kmeans,ridge,yes,no,yes,no,adnidod,60,0,tangent,no,120,[ 0.62736842],roc_auc,6.0
9,kmeans,svc_l1,yes,no,yes,no,adnidod,60,1,correlation,no,120,[ 0.46008403],roc_auc,6.0
10,kmeans,svc_l2,yes,no,yes,no,adnidod,60,1,correlation,no,120,[ 0.39705882],roc_auc,6.0
11,kmeans,ridge,yes,no,yes,no,adnidod,60,1,correlation,no,120,[ 0.40546218],roc_auc,6.0
12,kmeans,svc_l1,yes,no,yes,no,adnidod,60,1,partial correlation,no,120,[ 0.52731092],roc_auc,6.0
13,kmeans,svc_l2,yes,no,yes,no,adnidod,60,1,partial correlation,no,120,[ 0.59663866],roc_auc,6.0
14,kmeans,ridge,yes,no,yes,no,adnidod,60,1,partial correlation,no,120,[ 0.59453782],roc_auc,6.0
15,kmeans,svc_l1,yes,no,yes,no,adnidod,60,1,tangent,no,120,[ 0.52521008],roc_auc,6.0
16,kmeans,svc_l2,yes,no,yes,no,adnidod,60,1,tangent,no,120,[ 0.48109244],roc_auc,6.0
17,kmeans,ridge,yes,no,yes,no,adnidod,60,1,tangent,no,120,[ 0.48319328],roc_auc,6.0
