,atlas,classifier,compcor_10,compute_confounds,confounds,connectome_regress,dataset,dimensionality,iter_shuffle_split,measure,motion_regress,n_regions,scores,scoring,smoothing_fwhm
0,kmeans,svc_l1,yes,no,yes,no,adnidod,150,0,correlation,no,120,[ 0.60421053],roc_auc,6.0
1,kmeans,svc_l2,yes,no,yes,no,adnidod,150,0,correlation,no,120,[ 0.65894737],roc_auc,6.0
2,kmeans,ridge,yes,no,yes,no,adnidod,150,0,correlation,no,120,[ 0.65052632],roc_auc,6.0
3,kmeans,svc_l1,yes,no,yes,no,adnidod,150,0,partial correlation,no,120,[ 0.57052632],roc_auc,6.0
4,kmeans,svc_l2,yes,no,yes,no,adnidod,150,0,partial correlation,no,120,[ 0.68631579],roc_auc,6.0
5,kmeans,ridge,yes,no,yes,no,adnidod,150,0,partial correlation,no,120,[ 0.68631579],roc_auc,6.0
6,kmeans,svc_l1,yes,no,yes,no,adnidod,150,0,tangent,no,120,[ 0.52],roc_auc,6.0
7,kmeans,svc_l2,yes,no,yes,no,adnidod,150,0,tangent,no,120,[ 0.69684211],roc_auc,6.0
8,kmeans,ridge,yes,no,yes,no,adnidod,150,0,tangent,no,120,[ 0.69473684],roc_auc,6.0
9,kmeans,svc_l1,yes,no,yes,no,adnidod,150,1,correlation,no,120,[ 0.5105042],roc_auc,6.0
10,kmeans,svc_l2,yes,no,yes,no,adnidod,150,1,correlation,no,120,[ 0.38445378],roc_auc,6.0
11,kmeans,ridge,yes,no,yes,no,adnidod,150,1,correlation,no,120,[ 0.39705882],roc_auc,6.0
12,kmeans,svc_l1,yes,no,yes,no,adnidod,150,1,partial correlation,no,120,[ 0.46848739],roc_auc,6.0
13,kmeans,svc_l2,yes,no,yes,no,adnidod,150,1,partial correlation,no,120,[ 0.42016807],roc_auc,6.0
14,kmeans,ridge,yes,no,yes,no,adnidod,150,1,partial correlation,no,120,[ 0.42857143],roc_auc,6.0
15,kmeans,svc_l1,yes,no,yes,no,adnidod,150,1,tangent,no,120,[ 0.41806723],roc_auc,6.0
16,kmeans,svc_l2,yes,no,yes,no,adnidod,150,1,tangent,no,120,[ 0.39285714],roc_auc,6.0
17,kmeans,ridge,yes,no,yes,no,adnidod,150,1,tangent,no,120,[ 0.39285714],roc_auc,6.0
18,kmeans,svc_l1,yes,no,yes,no,adnidod,150,2,correlation,no,120,[ 0.61152882],roc_auc,6.0
19,kmeans,svc_l2,yes,no,yes,no,adnidod,150,2,correlation,no,120,[ 0.63659148],roc_auc,6.0
20,kmeans,ridge,yes,no,yes,no,adnidod,150,2,correlation,no,120,[ 0.63408521],roc_auc,6.0
21,kmeans,svc_l1,yes,no,yes,no,adnidod,150,2,partial correlation,no,120,[ 0.61403509],roc_auc,6.0
22,kmeans,svc_l2,yes,no,yes,no,adnidod,150,2,partial correlation,no,120,[ 0.74185464],roc_auc,6.0
23,kmeans,ridge,yes,no,yes,no,adnidod,150,2,partial correlation,no,120,[ 0.74185464],roc_auc,6.0
